AssessmentUnitID,WaterbodyName,Type,RiverBasin,County,Uses,Causes,Sources,Size,UnitType,DownstreamUpstreamLocations,YearListed,Priority,ReportYear,DraftTMDLDate,DateofData,SupportStatus,1996303(d)?
AL03150110-0402-102,Channahatchee Creek,R,Tallapoosa,Elmore,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,17.31,miles,Yates Lake /its source,2018,L,2018,,,,
AL03150110-0202-300,Moores Mill Creek,R,Tallapoosa,Lee,SwimmingFish & Wildlife,Siltation,Land developmentUrban runoff/storm sewers,10.51,miles,Chewacla Creek /its source,2000,L,2018,,,,
AL03150110-0304-100,Uphapee Creek,R,Tallapoosa,Macon,Fish & Wildlife,Pathogens (E. coli),Collection system failurePasture grazing,21.16,miles,Tallapoosa River /its source,2018,L,2018,,,,
AL03150110-0406-102,Tallapoosa River (Thurlow Lake),L,Tallapoosa,Elmore Tallapoosa,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,538.60,acres,Thurlow dam / Yates dam,2012,L,2018,,,,
AL03150110-0406-103,Tallapoosa River (Yates Lake),L,Tallapoosa,Elmore Tallapoosa,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1595.89,acres,Yates dam / Martin dam,2018,L,2018,,,,
AL03150110-0406-200,Mill Creek,R,Tallapoosa,MaconTallapoosa,Fish & Wildlife,Siltation,AgriculturePasture grazing,9.16,miles,Tallapoosa River /its source,2010,L,2018,,,,
AL03150110-0406-200,Mill Creek,R,Tallapoosa,MaconTallapoosa,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,9.16,miles,Tallapoosa River /its source,2018,L,2018,,,,
AL03150110-0504-101,Calebee Creek,R,Tallapoosa,Macon,Fish & Wildlife,Siltation,AgricultureSurface mining,10.26,miles,Tallapoosa River /Macon County Road 9,1998,M,2018,,,,
AL03150110-0604-100,Cubahatchee Creek,R,Tallapoosa,Macon,SwimmingFish & Wildlife,Siltation,AgricultureSurface mining,22.07,miles,Tallapoosa River /Coon Hop Creek,1998,M,2018,,,,
AL03150110-0603-102,Cubahatchee Creek,R,Tallapoosa,BullockMacon,SwimmingFish & Wildlife,Siltation,AgricultureSurface mining,22.37,miles,Coon Hop Creek /its source,1998,M,2018,,,,
AL03150110-0702-100,Bughall Creek,R,Tallapoosa,BullockMacon,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,31.44,miles,Old Town Creek /its source,2018,L,2018,,,,
AL03150110-0804-101,Line Creek,R,Tallapoosa,MaconMontgomery,Fish & Wildlife,Siltation,AgricultureSurface mining,10.29,miles,Tallapoosa River /Johnsons Creek,1998,M,2018,,,,
AL03150110-0804-102,Line Creek,R,Tallapoosa,MaconMontgomery,Fish & Wildlife,Siltation,AgricultureSurface mining,5.51,miles,Johnsons Creek /Panther Creek,1998,M,2018,,,,
AL03150110-0905-112,Tallapoosa River,R,Tallapoosa,ElmoreMontgomery,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,10.07,miles,US Highway 231 /Jenkins Creek,2012,L,2018,,,,
AL03150110-0904-300,Jenkins Creek,R,Tallapoosa,Montgomery,Fish & Wildlife,Siltation,Urban development,13.48,miles,Tallapoosa River /its source,2010,M,2018,,,,
AL06030001-0204-111,Widows Creek(Lake Guntersville),L,Tennessee,Jackson,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,97.65,acres,Tennessee River /end of embayment,2012,L,2018,,,,
AL06030001-0204-101,Widows Creek,R,Tennessee,Jackson,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1.29,miles,Lake Guntersville /Alabama Highway 277,2012,L,2018,,,,
AL06030001-0205-102,Tennessee River (Lake Guntersville),L,Tennessee,Jackson,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,2400.28,acres,Pump Spring Branch / AL-TN state line,2012,L,2018,,,,
AL06030001-0306-100,Little Coon Creek,R,Tennessee,Jackson,Fish & Wildlife,Siltation,Crop production (non-irrigated)Pasture grazing,16.30,miles,Coon Creek /AL-TN state line,2012,H,2018,,,,
AL06030001-0202-500,Higdon Creek,R,Tennessee,DeKalbJackson,Fish & Wildlife,Siltation,Pasture grazingSilviculture activities,4.16,miles,Miller Creek /AL-GA state line,2012,L,2018,,,,
AL06030001-0705-111,Town Creek(Lake Guntersville),L,Tennessee,Marshall,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1584.07,acres,Tennessee River /end of embayment,2016,L,2018,,,,
AL06030001-0801-100,Cross Creek,R,Tennessee,DeKalb,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,7.53,miles,Short Creek /its source,2018,L,2018,,,,
AL06030001-0904-101,Browns Creek (Lake Guntersville),L,Tennessee,Marshall,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,5915.66,acres,Tennessee River / end of embayment,2012,L,2018,,,,
AL06030001-0904-102,Browns Creek,R,Tennessee,Marshall,Fish & Wildlife,Nutrients,AgricultureMining,11.86,miles,Lake Guntersville /its source,2012,L,2018,,,,
AL06030001-0904-102,Browns Creek,R,Tennessee,Marshall,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,11.86,miles,Lake Guntersville /its source,2018,L,2018,,,,
AL06030002-0106-101,Guess Creek,R,Tennessee,Jackson,Fish & Wildlife,Organic enrichment(BOD),Pasture grazingUnknown source,11.08,miles,Paint Rock River /Bee Branch,1998,L,2018,,,,
AL06030002-0106-101,Guess Creek,R,Tennessee,Jackson,Fish & Wildlife,Unknown Toxicity,Pasture grazingUnknown source,11.08,miles,Paint Rock River /Bee Branch,1998,L,2018,,,,
AL06030002-0201-100,Clear Creek,R,Tennessee,Jackson,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,6.43,miles,Paint Rock River /its source,2018,L,2018,,,,
AL06030002-0305-100,Beaverdam Creek,R,Tennessee,Madison,Fish & Wildlife,Siltation,Crop production (non-irrigated)Land development,22.14,miles,Brier Fork /its source,1998,L,2018,,,,
AL06030002-0306-110,Brier Fork,R,Tennessee,Madison,Fish & Wildlife,Siltation,Crop production (non-irrigated)Land development,21.89,miles,Flint River /AL-TN state line,1998,L,2018,,,,
AL06030002-0403-112,Flint River,R,Tennessee,Madison,Fish & Wildlife,Turbidity,AgricultureLand development,15.32,miles,Alabama Highway 72 /Mountain Fork,2006,L,2018,,,,
AL06030002-0403-302,Chase Creek,R,Tennessee,Madison,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,2.14,miles,Acuff Spring /Alabama Highway 72,2018,L,2018,,,,
AL06030002-0503-102,Huntsville Spring Branch,R,Tennessee,Madison,Fish & Wildlife,Metals (Arsenic),Urban runoff/storm sewers,1.98,miles,Johnson Road (Huntsville Field) /Broglan Branch,2006,L,2018,,,,
AL06030002-0601-300,Hughes Creek,R,Tennessee,MarshallMorgan,Fish & Wildlife,Siltation,Agriculture,2.87,miles,Cotaco Creek /its source,1998,H,2018,,,,
AL06030002-0603-600,Mill Pond Creek,R,Tennessee,Marshall,Fish & Wildlife,Siltation,Agriculture,1.29,miles,Hog Jaw Creek /its source,1998,L,2018,,,,
AL06030002-0602-102,West Fork Cotaco Creek,R,Tennessee,Morgan,Fish & Wildlife,Siltation,Agriculture,8.12,miles,Alabama Highway 67 /Frost Creek,1998,H,2018,,,,
AL06030002-0902-100,Tennessee River(Wheeler Lake),L,Tennessee,MadisonMarshall,SwimmingFish & Wildlife,Nutrients,Agriculture,1345.77,acres,Flint River /Guntersville dam,2014,L,2018,,,,
AL06030002-0904-100,Tennessee River (Wheeler Lake),L,Tennessee,Madison MarshallMorgan,Public Water Supply Fish & Wildlife,Nutrients,Agriculture,2779.95,acres,Indian Creek / Flint River,2014,L,2018,,,,
AL06030002-0906-102,Tennessee River (Wheeler Lake),L,Tennessee,Madison Marshall,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,334.49,acres,Cotaco Creek / Indian Creek,2014,L,2018,,,,
AL06030002-1102-102,Tennessee River (Wheeler Lake),L,Tennessee,Limestone Morgan,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,2587.33,acres,US Highway 31 / Flint Creek,2014,L,2018,,,,
AL06030002-1102-103,Tennessee River (Wheeler Lake),L,Tennessee,Limestone MadisonMorgan,Swimming  Fish & Wildlife,Nutrients,Agriculture,4271.34,acres,Flint Creek / Cotaco Creek,2014,L,2018,,,,
AL06030002-1107-102,Tennessee River (Wheeler Lake),L,Tennessee,LawrenceLimestone Morgan,Swimming  Fish & Wildlife,Nutrients,Agriculture,19221.29,acres,five miles upstream of Elk River / US Highway 31,2014,L,2018,,,,
AL06030002-1107-102,Tennessee River (Wheeler Lake),L,Tennessee,Lawrence LimestoneMorgan,Swimming  Fish & Wildlife,PFOS,Industrial,19221.29,acres,five miles upstream of Elk River / US Highway 31,2014,L,2018,,,,
AL06030002-1205-100,Tennessee River (Wheeler Lake),L,Tennessee,LawrenceLauderdale Limestone,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,13441.12,acres,Wheeler dam /five miles upstream of Elk River,2014,L,2018,,,,
AL06030002-0906-600,Limestone Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,2338.94,acres,Tennessee River /end of embayment,2012,L,2018,,,,
AL06030002-0501-110,Indian Creek,R,Tennessee,Madison,Fish & Wildlife,Pathogens (E. coli),Collection system failure Pasture grazingUrban runoff/storm sewers,6.49,miles,US Highway 72 / its source,2018,L,2018,,,,
AL06030002-0505-102,Indian Creek,R,Tennessee,Madison,Fish & Wildlife,Pathogens (E. coli),Collection system failure Pasture grazingUrban runoff/storm sewers,10.37,miles,Martin Road (Redstone Arsenal) / US Highway 72,2018,L,2018,,,,
AL06030002-0505-111,Indian Creek(Wheeler Lake),L,Tennessee,Madison,Public Water SupplyFish & Wildlife,Nutrients,Agriculture,257.28,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1014-101,Flint Creek(Wheeler Lake),L,Tennessee,Morgan,Fish & Wildlife,Nutrients,Agriculture,851.41,acres,Tennessee River /Alabama Highway 67,2014,L,2018,,,,
AL06030002-1014-103,Flint Creek,R,Tennessee,Morgan,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,9.10,miles,L&N Railroad /Alabama Highway 36,2012,L,2018,,,,
AL06030002-0606-111,Cotaco CreekWheeler Lake),L,Tennessee,Morgan,SwimmingFish & Wildlife,Nutrients,Agriculture,492.48,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1101-111,Swan Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Nutrients,Agriculture,772.38,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1101-101,Swan Creek,R,Tennessee,Limestone,Fish & Wildlife,Nutrients,Agriculture MunicipalUrban runoff/storm sewers,5.03,miles,Wheeler Lake /Huntsville Brownsferry Road,2008,L,2018,,,,
AL06030002-1102-211,Bakers Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Nutrients,Agriculture,157.02,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1102-211,Bakers Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,PFOS,Industrial,157.02,acres,Tennessee River /end of embayment,2016,L,2018,,,,
AL06030002-1102-311,Dry Branch(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Nutrients,Agriculture,84.15,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1103-111,Round Island Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Nutrients,Agriculture,408.15,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030002-1103-111,Round Island Creek(Wheeler Lake),L,Tennessee,Limestone,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,408.15,acres,Tennessee River /end of embayment,2016,L,2018,,,,
AL06030002-1201-111,Spring Creek (Wheeler Lake),L,Tennessee,Lawrence,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,1111.87,acres,Tennessee River / end of embayment,2014,L,2018,,,,
AL06030002-1202-200,Neeley Branch,R,Tennessee,Lauderdale,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,3.61,miles,Wheeler Lake /its source,2018,L,2018,,,,
AL06030002-1204-101,Second Creek (Wheeler Lake),L,Tennessee,Lauderdale,Swimming  Fish & Wildlife,Nutrients,Agriculture,610.22,acres,Tennessee River /First bridge upstream from US Highway 72,2014,L,2018,,,,
AL06030004-0404-102,Anderson Creek,R,Tennessee,Lauderdale,Fish & Wildlife,Siltation,Crop production (non-irrigated)Pasture grazing,9.31,miles,Snake Road bridge /its source,1998,L,2018,,,,
AL06030004-0405-101,Elk River(Wheeler Lake),L,Tennessee,LauderdaleLimestone,SwimmingFish & Wildlife,pH,Crop production (non-irrigated)Pasture grazing,1569.21,acres,Tennessee River /Anderson Creek,1996,H,2018,,,,
AL06030004-0405-101,Elk River(Wheeler Lake),L,Tennessee,LauderdaleLimestone,SwimmingFish & Wildlife,Nutrients,Crop production (non-irrigated)Pasture grazing,1569.21,acres,Tennessee River /Anderson Creek,2004,H,2018,,,,
AL06030005-0301-200,Chandelower Creek,R,Tennessee,Colbert,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.95,miles,Rock Creek /its source,2018,L,2018,,,,
AL06030005-0801-100,Tennessee River (Wilson Lake),L,Tennessee,Colbert LauderdaleLawrence,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,13363.37,acres,Wilson dam / Wheeler dam,2016,L,2018,,,,
AL06030005-0105-111,Big Nance Creek(Wilson Lake),L,Tennessee,Lawrence,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,44.57,acres,Tennessee River /end of embayment,2016,L,2018,,,,
AL06030005-0105-100,Big Nance Creek,R,Tennessee,Lawrence,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,24.75,miles,Wilson Lake /its source,2012,L,2018,,,,
AL06030005-0801-201,McKiernan Creek (Wilson Lake),L,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Siltation,Agriculture,212.45,acres,Tennessee River / end of embayment,1998,L,2018,,,,
AL06030005-0802-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Organic enrichment(BOD),Crop production (non-irrigated) NaturalUrban runoff/storm sewers,12.43,miles,Pickwick Lake / its source,1996,L,2018,,,,
AL06030005-0802-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Arsenic),Crop production (non-irrigated) NaturalUrban runoff/storm sewers,12.43,miles,Pickwick Lake / its source,2006,L,2018,,,,
AL06030005-0802-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Cyanide),Crop production (non-irrigated) NaturalUrban runoff/storm sewers,12.43,miles,Pickwick Lake / its source,2006,L,2018,,,,
AL06030005-0802-100,Pond Creek,R,Tennessee,Colbert,Agricultural & Industrial,Metals (Mercury),Crop production (non-irrigated) NaturalUrban runoff/storm sewers,12.43,miles,Pickwick Lake / its source,2006,L,2018,,,,
AL06030005-0803-400,Sweetwater Creek,R,Tennessee,Lauderdale,Fish & Wildlife,Habitat alterations,Channelization Streambank modification,4.41,miles,Tennessee River (Florence Canal)/its source,2016,L,2018,,,,
AL06030005-0808-103,Tennessee River (Pickwick Lake),L,Tennessee,Colbert Lauderdale,Fish & Wildlife,Nutrients,Agriculture,2424.33,acres,lower end of Seven Mile Island / Sheffield Water Intake,2014,L,2018,,,,
AL06030005-0808-104,Tennessee River(Pickwick Lake),L,Tennessee,ColbertLauderdale,Public Water SupplyFish & Wildlife,Nutrients,Agriculture,1112.21,acres,Sheffield Water Intake /Wilson Dam,2014,L,2018,,,,
AL06030005-1203-100,Tennessee River (Pickwick Lake),L,Tennessee,Colbert Lauderdale,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,19370.33,acres,AL-TN state line /lower end of Seven Mile Island,2014,L,2018,,,,
AL06030005-0605-111,Cypress Creek(Pickwick Lake),L,Tennessee,Lauderdale,Public Water SupplyFish & Wildlife,Nutrients,Agriculture,57.00,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030005-0605-111,Cypress Creek(Pickwick Lake),L,Tennessee,Lauderdale,Public Water SupplyFish & Wildlife,Metals (Mercury),Atmospheric deposition,57.00,acres,Tennessee River /end of embayment,2016,L,2018,,,,
AL06030005-0703-111,Spring Creek(Pickwick Lake),L,Tennessee,Colbert,Fish & Wildlife,Nutrients,Agriculture,18.34,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030005-0807-111,Cane Creek (Pickwick Lake),L,Tennessee,Colbert,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,41.43,acres,Tennessee River / end of embayment,2014,L,2018,,,,
AL06030005-0902-111,Second Creek (Pickwick Lake),L,Tennessee,Lauderdale,Public Water Supply SwimmingFish & Wildlife,Nutrients,Agriculture,677.22,acres,Tennessee River / end of embayment,2014,L,2018,,,,
AL06030006-0102-700,Little Dice Branch,R,Tennessee,Franklin,Fish & Wildlife,Siltation,Surface mining-abandoned,3.83,miles,Bear Creek /its source,1998,L,2018,,,,
AL06030006-0307-111,Bear Creek(Pickwick Lake),L,Tennessee,Colbert,SwimmingFish & Wildlife,Nutrients,Agriculture,5811.82,acres,Tennessee River /end of embayment,2014,L,2018,,,,
AL06030006-0104-101,Bear Creek(Bear Creek Lake),L,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,653.54,acres,Bear Creek Lake dam / Alabama Highway 187,2006,L,2018,,,,
AL06030006-0104-102,Bear Creek,R,Tennessee,FranklinMarion,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,22.31,miles,Alabama Highway 187 /Mill Creek,2014,L,2018,,,,
AL06030006-0103-104,Bear Creek(Upper Bear Creek Lake),L,Tennessee,Franklin MarionWinston,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1462.58,acres,Upper Bear Creek Dam / Pretty Branch,2008,L,2018,,,,
AL06030006-0102-102,Bear Creek(Upper Bear Creek Lake),L,Tennessee,Franklin Winston,Public Water Supply SwimmingFish & Wildlife,Organic enrichment(BOD),Agriculture,249.44,acres,Pretty Branch / Alabama Hwy 243,2016,L,2018,,,,
AL06030006-0201-900,Harris Creek,R,Tennessee,Franklin,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.99,miles,Mud Creek /its source,2018,L,2018,,,,
AL06030006-0203-101,Cedar Creek (Cedar Creek Lake),L,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,4063.07,acres,Cedar Creek Lake dam / extent of reservoir,2012,L,2018,,,,
AL06030006-0205-111,Little Bear Creek(Little Bear Creek Lake),L,Tennessee,Franklin,Public Water Supply SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,1435.05,acres,Little Bear Creek Dam / Scott Branch,2012,L,2018,,,,
AL06030006-0304-102,Bear Creek,R,Tennessee,Colbert,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,10.12,miles,Pickwick Lake /AL-MS state line,2016,L,2018,,,,
AL06030006-0304-500,Rock Creek,R,Tennessee,Colbert,Fish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,20.74,miles,Bear Creek /its source,2018,L,2018,,,,
AL03160103-0201-102,Beaver Creek,R,Tombigbee,Marion,Public Water SupplyFish & Wildlife,Pathogens (E. coli),Pasture grazing,6.91,miles,US Hwy 78 /its source,2018,L,2018,,,,
AL03160105-0204-102,Luxapallila Creek,R,Tombigbee,FayetteLamar,Fish & Wildlife,Pathogens (E. coli),Pasture grazingMunicipal,25.25,miles,AL-MS state line /Fayette County Road 37,2016,L,2018,,,,
AL03160105-0201-103,Luxapallila Creek,R,Tombigbee,Fayette Marion,Fish & Wildlife,Pathogens (E. coli),Animal feeding operations Collection system failure Pasture grazing,10.52,miles,County road crossing approximately 6 miles upstream from Alabama Highway 18 / US Highway 78,2018,L,2018,,,,
AL03160105-0101-102,Luxapallila Creek,R,Tombigbee,Marion,Public Water SupplyFish & Wildlife,Pathogens (E. coli),Animal feeding operationsPasture grazing,9.53,miles,US Highway 78 /its source,2018,L,2018,,,,
AL03160106-0504-100,Bogue Chitto,R,Tombigbee,Pickens,Fish & Wildlife,Nutrients,Agriculture,5.42,miles,Tombigbee River /AL-MS state line,2014,L,2018,,,,
AL03160106-0504-100,Bogue Chitto,R,Tombigbee,Pickens,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,5.42,miles,Tombigbee River /AL-MS state line,2018,L,2018,,,,
AL03160106-0504-111,Bogue Chitto(Gainesville Lake),L,Tombigbee,Pickens,SwimmingFish & Wildlife,Nutrients,Agriculture,5.42,acres,Tombigbee River /end of embayment,2018,L,2018,,,,
AL03160107-0306-101,Sipsey River(Gainesville Lake),L,Tombigbee,GreenePickens,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,383.92,acres,Tombigbee River /end of embayment,2010,L,2018,,,,
AL03160108-1005-100,Bodka Creek,R,Tombigbee,Sumter,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,17.45,miles,Noxubee River /AL-MS state line,2018,L,2018,,,,
AL03160108-1102-100,Noxubee River,R,Tombigbee,Sumter,Fish & Wildlife,Pathogens (E. coli),Pasture grazing,23.99,miles,Tombigbee River /AL-MS state line,2016,L,2018,,,,
AL03160201-0401-102,Tombigbee River(Demopolis Lake),L,Tombigbee,MarengoSumter,SwimmingFish & Wildlife,Metals (Mercury),Atmospheric deposition,545.48,acres,Demopolis Lock and Dam /Black Warrior River,2018,L,2018,,,,
AL03160201-0401-103,Tombigbee River(Coffeeville Lake),L,Tombigbee,MarengoSumter,Fish & Wildlife,Metals (Mercury),Atmospheric deposition,668.76,acres,Sucarnoochee River /Demopolis Lock and Dam,2012,L,2018,,,,
